body,emotion
"A note in general about this module.  I am converting it to be a PageModule - primarily for unit testing.  Having items as a page module means we get to start them several times in sequence, each 
with different options, as well as eventually allowing us t",1.0
"As a side note, you mentioned in #127 about the use of  all over the place: you'll find that its main use is not to assign  but to curry additional arguments to functions that need to be passed around, 
so we don't end up with callbacks with",1.0
"Right, I get that.. I mean in the file itself, such that others viewing the example later can make sense of it. That, and I'd collapse the proxy examples - no need for two, just document this option.",0.0
"Please revert this part and redo the pull request. Or use the skill system to determine what message they get, but some people would go nuts about that.",0.0
too many spaces :P,1.0
"Yes, use single backticks, like .  Note that you need to use LaTeX notation here. ",1.0
"Yes, that's true.",1.0
This is not needed. It was part of the other fork's implementation. I got rid of it.,0.0
"why the uppercase? i prefer lowercase, since that's how it is elsewhere and it's easier than having to hold shift.",0.0
"change to pending, same with the todo",1.0
"??? No, just the opposite, the earliest migrations are the ones I did first and got working (on xml_format, now called codenames)  This one goes first, with all the changes to use and update instead of 
typecode.

I'm referring to the order of th",0.0
You can inline this semantical error. It won't exceed 120 chars,1.0
"CS, spacing between arguments",1.0
"I agree, and I keep getting myself confused about the final API on this stuff.

Yes, let's address this by getting rid of the old stuff at the right point in the process.",0.0
That was my point; & may simply be considered part of a query regardless of where it appears. What do the docs say?,0.0
"Missing docs - if you add these tags, they need docs (otherwise we get warnings out of javadoc). Also line 142",1.0
Not entirely. The error I was getting was a -1 index because of the vacancy count was 0. (0 * 2 -1 = -1),1.0
oops.. now i fixed it for all checks.,0.0
SQLite doesn't need any preparation on this point. That is handled by the connection handler,0.0
"My tests were broken without that fix. But I'm suprised that they do run for you on windows.
I'm not awake enough to find the place were something is using realpath or else (is it  in  in Configuration?) so that",1.0
"Missed that one, sure thing.",0.0
"I think my editor broke the Makefile, but this is the key line.",1.0
"yeah, otherwise it'll trip people up",1.0
Lots of macros here. Can you move the macros inside the function body to avoid duplicating the function header?,1.0
The  indentation of the file is correct. We think this is related to github indentation algorithm error.,1.0
"As discussed, for consistency, let's make this a link as is done for App commenting.",1.0
"Guess I let myself get misled by the  call on top; that change fixed it so I errantly assumed it was correct.  In that case, there's some other issues with that file in general.

* There's no checking to ensure that Redis class a",0.0
"Achtung! The default encoding is locale-dependent, not always UTF-8. This won't do what you expect on Windows, in cron jobs, and so on.

(This is one thing where I think they really screwed up with Python 3, but it's been discussed before and apparently i",1.0
"This is  a  every time because  is not defined. Maybe it belongs further down, and should be checking  instead?",0.0
"Id say its bad style to use {} for array arguments where it is implicit since this is the standard used everywhere else in the code, we should not be re-writing lines where this is not required.",1.0
Why did you remove this plugin?,0.0
"no worries, just makes reading the diffs/blame/history later confusing  ;)",1.0
"Use automatic string concatenation, and that  is not special inside  strings:


(note it does not print so here, but the opening ",1.0
